filename,MAE,Cosine Distance
Bernard_Law_0001,0.299593448638916,0.421
Bill_Bradley_0001,0.20527863502502441,0.469
Bill_Elliott_0001,0.17156000435352325,0.448
Bill_Frist_0005,0.23474858701229095,0.372
Bill_Maher_0001,0.20039941370487213,0.419
Bill_Nelson_0001,0.2728988528251648,0.301
Bill_Nelson_0002,0.20977184176445007,0.243
Bill_Stapleton_0001,0.21244043111801147,0.581
Billy_Bob_Thornton_0001,0.2784457802772522,0.403
Bob_Alper_0001,0.20138776302337646,0.443
Bob_Petrino_0001,0.22278769314289093,0.471
Boris_Becker_0004,0.20645223557949066,0.325
Brad_Russ_0001,0.22063471376895905,0.327
Brawley_King_0001,0.20228581130504608,0.474
Brian_Griese_0002,0.2515619993209839,0.426
Bryan_Adams_0001,0.2494075745344162,0.224
Calbert_Cheaney_0001,0.21319971978664398,0.29
Carl_Reiner_0001,0.24151785671710968,0.269
Carl_Reiner_0002,0.25229862332344055,0.321
Carlo_Azeglio_Ciampi_0001,0.28223422169685364,0.434
Carlos_Arroyo_0001,0.1938755065202713,0.439
Carlos_Paternina_0001,0.21008913218975067,0.469
Casey_Mears_0001,0.22333742678165436,0.618
Cathy_Freeman_0002,0.13770416378974915,0.59
Cecilia_Cheung_0001,0.23457647860050201,0.44
Chen_Tsai-chin_0001,0.202280193567276,0.559
Cho_Myung-kyun_0001,0.20549491047859192,0.454
Choi_Yun-yong_0001,0.17961378395557404,0.368
Chris_Dodd_0001,0.2398875206708908,0.343
Chris_Swecker_0001,0.19516631960868835,0.599
Christian_Lacroix_0001,0.2593834698200226,0.584
Chuck_Eidson_0001,0.2215241938829422,0.309
Clare_Short_0004,0.21033744513988495,0.544
Coco_dEste_0001,0.1998700648546219,0.294
Coleen_Rowley_0001,0.1957598179578781,0.535
Corinne_Coman_0002,0.17109763622283936,0.441
Dario_Franchitti_0001,0.2403508871793747,0.325
Darren_Campel_0001,0.2857658863067627,0.257
Darvis_Patton_0001,0.24056600034236908,0.272
