filename,MAE,Cosine Distance
0193/Helen_Alvare_0001,0.26503944396972656,-0.096
0194/Henry_Castellanos_0001,0.2984827756881714,0.14
0195/Henry_Castellanos_0001,0.2725521922111511,0.073
0196/Herb_Dhaliwal_0001,0.25152474641799927,0.159
0197/Hilary_McKay_0001,0.19235356152057648,0.031
0198/Howard_Stern_0001,0.249357208609581,-0.087
0199/Hugo_Chavez_0033,0.18208453059196472,-0.057
0200/Hugo_Chavez_0060,0.24772529304027557,0.027
0201/Imam_Samudra_0001,0.3222554922103882,0.029
0202/Imelda_Marcos_0001,0.35187584161758423,0.068
0203/Jack_Smith_0001,0.2520124316215515,-0.1
0204/James_Caan_0002,0.20393124222755432,-0.008
0205/James_Comey_0001,0.19836239516735077,0.072
0206/James_Comey_0001,0.2816726863384247,0.128
0207/Jamling_Norgay_0001,0.2014329433441162,0.057
0208/Jan_Pronk_0001,0.2702503204345703,0.048
0209/Janez_Drnovsek_0001,0.23325560986995697,-0.092
0210/Janica_Kostelic_0002,0.3092195391654968,-0.026
0211/Janice_Abreu_0001,0.258666068315506,0.019
0212/Jeffrey_Ashby_0001,0.1842682808637619,0.155
0213/Jennifer_Garner_0006,0.1820395439863205,-0.121
0214/Jennifer_Renee_Short_0001,0.14875635504722595,-0.059
0215/Jerry_Seinfeld_0001,0.33486369252204895,-0.032
0216/Jerry_Tarkanian_0001,0.18166141211986542,0.063
0217/Jessica_Lange_0002,0.21730849146842957,-0.035
0218/Jim_Freudenberg_0001,0.3096543252468109,0.006
0219/Jim_Freudenberg_0001,0.2426382303237915,0.114
0220/Jim_Haslett_0001,0.3217240273952484,-0.016
0221/Jim_Otto_0001,0.22556832432746887,-0.048
0222/Jimmy_Gurule_0001,0.3679739534854889,-0.047
0223/Jodie_Foster_0003,0.36161911487579346,0.083
0224/John_Herrington_0001,0.19167371094226837,0.021
0225/John_Richardson_0001,0.18303291499614716,0.008
0226/John_Snow_0017,0.2287461906671524,-0.058
0227/Jonathan_Arden_0001,0.29999107122421265,0.03
0228/Jorge_Castaneda_0001,0.23879948258399963,0.076
0229/Jose_Rosado_0001,0.2986925542354584,-0.044
0230/Joseph_Blatter_0001,0.27844151854515076,-0.037
0231/Joseph_Ralston_0002,0.2663019001483917,0.056
0232/Joseph_Ralston_0002,0.2773476541042328,0.073
0233/Juliette_Binoche_0001,0.2227289080619812,0.21
0234/Julio_De_Brun_0001,0.21710972487926483,0.024
0235/Julio_De_Brun_0001,0.25248122215270996,0.039
0236/Justin_Guarini_0002,0.3234322965145111,0.005
0237/Kate_Winslet_0002,0.23091094195842743,-0.172
0238/Katie_Wagner_0001,0.21233516931533813,0.044
0239/Keith_Lowen_0001,0.2988465428352356,-0.039
0240/Keith_Lowen_0001,0.3434482514858246,0.059
0241/Ken_Loach_0001,0.2869771718978882,-0.02
0242/Kevin_Crane_0001,0.2689814567565918,-0.016
0243/Kevin_Millwood_0001,0.2748957872390747,0.229
0244/Kim_Clijsters_0004,0.2286781519651413,0.019
